Name,val_accuracy.max,hidden_size,decoder_layers,embedding_size,source_attention_heads,scheduler_kwargs/warmup_steps,State,Notes,User,Tags,Created,Runtime,Sweep,arch,beam_width,beta1,beta2,bidirectional,dropout,encoder_layers,end_idx,features_attention_heads,features_vocab_size,label_smoothing,learning_rate,local_run_dir,max_source_length,max_target_length,optimizer,output_size,pad_idx,scheduler,scheduler_kwargs/check_val_every_n_epoch,scheduler_kwargs/end_factor,scheduler_kwargs/min_learning_rate,scheduler_kwargs/reduceonplateau_factor,scheduler_kwargs/reduceonplateau_mode,scheduler_kwargs/reduceonplateau_patience,scheduler_kwargs/start_factor,scheduler_kwargs/total_decay_steps,source_encoder_cls,source_vocab_size,start_idx,target_vocab_size,teacher_forcing,epoch,lr-Adam,train_loss,trainer/global_step,val_loss
german-train-high,0.8859999775886540,256,4,64,2,2000,finished,-,adamits,,2024-01-29T19:12:01.000Z,2909,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_17,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.8207392692565920,19999,0.8965548276901250
german-train-high,0.8840000033378600,128,2,256,2,2000,finished,-,adamits,,2024-01-31T08:56:56.000Z,2726,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_249,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.8145097494125370,19999,0.8829412460327150
german-train-high,0.912999987602234,512,8,64,4,4000,finished,-,adamits,,2024-01-31T11:28:06.000Z,3585,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_271,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7602468729019170,19999,0.8203516602516170
german-train-high,0.906000018119812,1024,4,512,2,4000,finished,-,adamits,,2024-01-30T09:04:34.000Z,5654,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_109,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7503240704536440,19999,0.8841829299926760
german-train-high,0.9039999842643740,512,2,512,8,4000,finished,-,adamits,,2024-01-30T05:59:08.000Z,3619,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_90,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7488844990730290,19999,0.87939453125
german-train-high,0.9169999957084660,128,4,256,4,4000,finished,-,adamits,,2024-01-31T08:47:58.000Z,3410,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_247,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7528371214866640,19999,0.8578929901123050
german-train-high,0.9179999828338620,128,8,128,8,4000,finished,-,adamits,,2024-01-30T10:41:07.000Z,3581,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_120,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7497274279594420,19999,0.8263300657272340
german-train-high,0.8980000019073490,128,2,512,4,4000,finished,-,adamits,,2024-01-30T00:17:20.000Z,3370,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_54,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7614492774009710,19999,0.8703471422195440
german-train-high,0.9179999828338620,512,4,128,8,2000,finished,-,adamits,,2024-01-31T02:31:01.000Z,2833,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_199,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7533632516860960,19999,0.8454424142837520
german-train-high,0.8569999933242800,512,2,64,4,4000,finished,-,adamits,,2024-01-29T20:23:03.000Z,2805,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_32,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.8572482466697690,19999,0.9102575182914730
german-train-high,0.9120000004768370,256,4,256,8,2000,finished,-,adamits,,2024-01-31T04:31:48.000Z,3387,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_212,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7467268705368040,19999,0.8671226501464840
german-train-high,0.9089999794960020,1024,8,512,8,2000,finished,-,adamits,,2024-01-30T10:34:45.000Z,9271,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_118,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.74784916639328,19999,0.8628169298172000
german-train-high,0.8899999856948850,1024,8,512,2,4000,finished,-,adamits,,2024-01-30T09:51:59.000Z,8974,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_115,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7667595744133000,19999,0.8904963135719300
german-train-high,0.9049999713897700,128,8,512,8,4000,finished,-,adamits,,2024-01-30T02:19:40.000Z,7414,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_66,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7767279744148250,19999,0.8591219186782840
german-train-high,0.9039999842643740,512,8,512,8,4000,finished,-,adamits,,2024-01-30T07:39:36.000Z,8344,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_101,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7647590637207030,19999,0.8694394826889040
german-train-high,0.915000021457672,128,4,256,8,2000,finished,-,adamits,,2024-01-31T08:41:16.000Z,3467,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_244,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7485067844390870,19999,0.8586438894271850
german-train-high,0.8999999761581420,256,2,128,8,4000,finished,-,adamits,,2024-01-31T03:03:48.000Z,2656,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_202,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7821783423423770,19999,0.8677700757980350
german-train-high,0.9190000295639040,1024,8,256,4,4000,finished,-,adamits,,2024-01-29T23:35:46.000Z,5383,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_48,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7447095513343810,19999,0.8364934921264650
german-train-high,0.9169999957084660,128,4,128,8,4000,finished,-,adamits,,2024-01-31T09:42:33.000Z,3042,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_256,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7622065544128420,19999,0.8400615453720090
german-train-high,0.8960000276565550,256,4,64,4,4000,finished,-,adamits,,2024-01-29T19:19:05.000Z,2776,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_20,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.805789589881897,19999,0.8632421493530270
german-train-high,0.9259999990463260,256,8,256,2,2000,finished,-,adamits,,2024-01-31T06:40:05.000Z,4368,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_231,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7466717958450320,19999,0.8402969837188720
german-train-high,0.9160000085830690,128,4,512,2,4000,finished,-,adamits,,2024-01-30T01:02:29.000Z,4617,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_58,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7580410242080690,19999,0.8544948697090150
german-train-high,0.8389999866485600,128,2,64,8,2000,finished,-,adamits,,2024-01-29T16:53:03.000Z,2766,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_0,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.8920012712478640,19999,1.0069828033447300
german-train-high,0.9240000247955320,128,8,256,4,2000,finished,-,adamits,,2024-01-31T09:37:14.000Z,4624,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_252,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7463197112083440,19999,0.8236640095710750
german-train-high,0.8960000276565550,128,2,128,8,2000,finished,-,adamits,,2024-01-31T09:47:58.000Z,2481,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_258,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7938844561576840,19999,0.8827260732650760
german-train-high,0.9190000295639040,256,4,512,8,2000,finished,-,adamits,,2024-01-30T03:44:08.000Z,4784,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_77,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7463403940200810,19999,0.8550969958305360
german-train-high,0.859000027179718,128,2,128,2,4000,finished,-,adamits,,2024-01-31T09:08:50.000Z,2776,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_250,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.8637482523918150,19999,0.9382230043411260
german-train-high,0.9020000100135800,256,4,128,2,4000,finished,-,adamits,,2024-01-31T06:23:44.000Z,2734,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_227,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.774781346321106,19999,0.8586211204528810
german-train-high,0.912999987602234,1024,8,64,8,2000,finished,-,adamits,,2024-01-31T10:42:19.000Z,3827,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_266,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7544412612915040,19999,0.8626112341880800
german-train-high,0.9039999842643740,1024,2,256,8,4000,finished,-,adamits,,2024-01-29T22:44:32.000Z,3064,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_42,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7503689527511600,19999,0.874919056892395
german-train-high,0.9079999923706060,512,4,128,8,4000,finished,-,adamits,,2024-01-31T00:51:16.000Z,2985,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_184,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7538632750511170,19999,0.8431500196456910
german-train-high,0.8960000276565550,128,8,512,4,4000,finished,-,adamits,,2024-01-30T01:47:14.000Z,7477,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_64,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.8207499980926510,19999,0.9199483394622800
german-train-high,0.9210000038146970,128,4,256,4,2000,finished,-,adamits,,2024-01-31T12:30:06.000Z,3318,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_283,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.751835286617279,19999,0.8531039953231810
german-train-high,0.9120000004768370,128,2,512,8,2000,finished,-,adamits,,2024-01-30T00:43:51.000Z,3355,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_55,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7507882118225100,19999,0.8718698024749760
german-train-high,0.843999981880188,256,2,64,4,4000,finished,-,adamits,,2024-01-29T18:39:26.000Z,2685,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_14,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.8821390867233280,19999,0.9392210841178890
german-train-high,0.9139999747276310,256,4,256,4,2000,finished,-,adamits,,2024-01-31T06:33:45.000Z,3373,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_229,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7491443157196050,19999,0.854026198387146
german-train-high,0.9210000038146970,128,8,256,2,4000,finished,-,adamits,,2024-01-31T07:53:08.000Z,4529,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_240,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7499926090240480,19999,0.8325936794281010
german-train-high,0.9179999828338620,256,8,128,2,4000,finished,-,adamits,,2024-01-31T03:54:01.000Z,3534,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_209,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7528447508811950,19999,0.8334356546401980
german-train-high,0.9089999794960020,128,8,64,8,2000,finished,-,adamits,,2024-01-29T18:20:47.000Z,3487,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_9,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7751189470291140,19999,0.829268753528595
german-train-high,0.8970000147819520,512,4,64,2,4000,finished,-,adamits,,2024-01-31T11:35:33.000Z,2780,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_272,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.8034326434135440,19999,0.893161416053772
german-train-high,0.9190000295639040,256,8,128,4,4000,finished,-,adamits,,2024-01-31T05:38:05.000Z,3696,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_221,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7499271035194400,19999,0.8242307901382450
german-train-high,0.9079999923706060,256,4,128,8,2000,finished,-,adamits,,2024-01-31T04:31:40.000Z,2844,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_211,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7562112212181090,19999,0.854655385017395
german-train-high,0.9160000085830690,512,4,512,4,2000,finished,-,adamits,,2024-01-30T06:20:20.000Z,5070,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_93,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7480083703994750,19999,0.8692878484725950
german-train-high,0.890999972820282,256,2,128,4,4000,finished,-,adamits,,2024-01-31T05:19:13.000Z,2304,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_218,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.800984263420105,19999,0.924035906791687
german-train-high,0.8320000171661380,128,2,64,4,2000,finished,-,adamits,,2024-01-29T16:53:03.000Z,2506,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_0,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.9087119102478030,19999,1.005562424659730
german-train-high,0.9190000295639040,1024,8,128,8,4000,finished,-,adamits,,2024-01-30T17:53:44.000Z,4089,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_129,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.745788037776947,19999,0.8244879841804500
german-train-high,0.9139999747276310,256,4,512,4,4000,finished,-,adamits,,2024-01-30T03:36:00.000Z,4977,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_76,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7494339942932130,19999,0.8602291941642760
german-train-high,0.9160000085830690,1024,4,512,8,4000,finished,-,adamits,,2024-01-30T09:22:45.000Z,5791,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_113,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7471261024475100,19999,0.8670731782913210
german-train-high,0.9229999780654910,256,8,256,4,4000,finished,-,adamits,,2024-01-31T11:42:01.000Z,5135,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_273,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7465198040008550,19999,0.8258300423622130
german-train-high,0.9210000038146970,128,8,128,4,2000,finished,-,adamits,,2024-01-31T09:44:58.000Z,3728,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_257,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7511866688728330,19999,0.8282241821289060
german-train-high,0.902999997138977,1024,2,512,2,4000,finished,-,adamits,,2024-01-30T07:54:59.000Z,3922,,transformer,1,0.9,0.98,TRUE,0.3,2,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_103,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7632314562797550,19999,0.8827345371246340
german-train-high,0.9200000166893000,512,8,128,2,4000,finished,-,adamits,,2024-01-30T21:32:34.000Z,3758,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_156,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7498941421508790,19999,0.8505086898803710
german-train-high,0.902999997138977,512,4,128,2,2000,finished,-,adamits,,2024-01-30T23:44:04.000Z,2833,,transformer,1,0.9,0.98,TRUE,0.3,4,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_174,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.0003164255938535270,0.7643134593963620,19999,0.8676716089248660
german-train-high,0.912999987602234,1024,8,64,4,4000,finished,-,adamits,,2024-01-30T19:40:52.000Z,3262,,transformer,1,0.9,0.98,TRUE,0.3,8,3,1,22,0.1,0.001,/rc_scratch/adwi9965/ed-results/german-train-high-sweep/sig-2017-inflection-ed-deu-sweep/version_140,128,128,adam,71,1,warmupinvsqrt,16,1,0,0.1,loss,10,0.3333333333333330,5,TransformerEncoder,91,2,71,TRUE,799,0.000447493366309618,0.7565789222717290,19999,0.8432421684265140
