"Name","val_accuracy.max","epoch","State","Notes","User","Tags","Created","Runtime","Sweep","arch","beam_width","beta1","beta2","bidirectional","decoder_layers","dropout","embedding_size","encoder_layers","end_idx","features_attention_heads","features_vocab_size","hidden_size","label_smoothing","learning_rate","local_run_dir","max_source_length","max_target_length","optimizer","output_size","pad_idx","scheduler","scheduler_kwargs/check_val_every_n_epoch","scheduler_kwargs/end_factor","scheduler_kwargs/min_learning_rate","scheduler_kwargs/reduceonplateau_factor","scheduler_kwargs/reduceonplateau_mode","scheduler_kwargs/reduceonplateau_patience","scheduler_kwargs/start_factor","scheduler_kwargs/total_decay_steps","scheduler_kwargs/warmup_steps","source_attention_heads","source_vocab_size","start_idx","target_vocab_size","teacher_forcing","val_out","lr-Adam","train_loss","trainer/global_step","val_loss"
"english","0.9589999914169312","799","finished","-","adamits","","2023-12-15T21:34:55.000Z","3276","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","11","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_8","128","128","adam","69","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","80","2","69","true","validation_preds","0.000447493366309618","0.7562384009361267","19999","0.8484978675842285"
"estonian","0.9829999804496764","799","finished","-","adamits","","2023-12-15T21:40:53.000Z","4394","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","40","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_9","128","128","adam","31","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","70","2","31","true","validation_preds","0.000447493366309618","0.6636440753936768","19999","0.7084730863571167"
"faroese","0.8880000114440918","799","finished","-","adamits","","2023-12-15T21:50:59.000Z","3527","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","30","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_10","128","128","adam","38","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","68","2","38","true","validation_preds","0.000447493366309618","0.6979988217353821","19999","0.8559026718139648"
"finnish","0.9639999866485596","799","finished","-","adamits","","2023-12-15T21:23:18.000Z","3824","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","41","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_3","128","128","adam","56","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","96","2","56","true","validation_preds","0.000447493366309618","0.7396830320358276","19999","0.8012987971305847"
"french","0.9039999842643738","799","finished","-","adamits","","2023-12-15T21:24:40.000Z","3359","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","23","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_4","128","128","adam","50","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","68","2","50","true","validation_preds","0.000447493366309618","0.721692681312561","19999","0.958354115486145"
"georgian","0.9900000095367432","799","finished","-","adamits","","2023-12-15T21:25:01.000Z","4135","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","32","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_5","128","128","adam","38","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","70","2","38","true","validation_preds","0.000447493366309618","0.6835788488388062","19999","0.7255314588546753"
"german","0.9079999923706056","799","finished","-","adamits","","2023-12-15T21:25:20.000Z","3647","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","22","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_6","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","91","2","71","true","validation_preds","0.000447493366309618","0.7716428637504578","19999","0.8925670385360718"
"haida","0.9700000286102296","799","finished","-","adamits","","2023-12-15T22:20:51.000Z","2322","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","33","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_11","128","128","adam","34","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","66","2","34","true","validation_preds","0.0005273759897558777","0.663091242313385","14399","0.7282834649085999"
"hebrew","0.984000027179718","799","finished","-","adamits","","2023-12-15T22:26:24.000Z","3178","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","28","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_12","128","128","adam","33","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","59","2","33","true","validation_preds","0.000447493366309618","0.665032148361206","19999","0.7717589139938354"
"hindi","1","799","finished","-","adamits","","2023-12-15T22:27:11.000Z","3531","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","29","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_13","128","128","adam","59","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","84","2","59","true","validation_preds","0.000447493366309618","0.7250902652740479","19999","0.7782601714134216"
"hungarian","0.8579999804496765","799","finished","-","adamits","","2023-12-15T22:29:42.000Z","3457","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","39","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_14","128","128","adam","61","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","100","2","61","true","validation_preds","0.000447493366309618","0.7543585300445557","19999","0.9184441566467284"
"icelandic","0.9179999828338624","799","finished","-","adamits","","2023-12-15T22:34:08.000Z","4474","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","25","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_15","128","128","adam","57","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","84","2","57","true","validation_preds","0.000447493366309618","0.7432603240013123","19999","0.8922370076179504"
"irish","0.9390000104904176","799","finished","-","adamits","","2023-12-15T22:47:40.000Z","4688","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","39","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_16","128","128","adam","59","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","97","2","59","true","validation_preds","0.000447493366309618","0.7434842586517334","19999","0.8947650194168091"
"italian","0.9810000061988832","799","finished","-","adamits","","2023-12-15T22:49:57.000Z","3587","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","23","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_17","128","128","adam","34","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","51","2","34","true","validation_preds","0.000447493366309618","0.6701868176460266","19999","0.7407323122024536"
"khaling","0.953000009059906","799","finished","-","adamits","","2023-12-15T22:54:18.000Z","4129","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","30","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_18","128","128","adam","36","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","60","2","36","true","validation_preds","0.000447493366309618","0.6690158247947693","19999","0.8069576025009155"
"kurmanji","0.9350000023841858","799","finished","-","adamits","","2023-12-16T02:06:28.000Z","5437","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","35","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_40","128","128","adam","81","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","116","2","81","true","validation_preds","0.000447493366309618","0.7783091068267822","19999","0.8814465999603271"
"latin","0.8130000233650208","799","finished","-","adamits","","2023-12-15T23:19:33.000Z","3421","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","37","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_20","128","128","adam","60","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","88","2","60","true","validation_preds","0.000447493366309618","0.7569562792778015","19999","0.8984897136688232"
"latvian","0.9829999804496764","799","finished","-","adamits","","2023-12-15T23:26:14.000Z","3643","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","41","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_21","128","128","adam","46","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","87","2","46","true","validation_preds","0.000447493366309618","0.7086685299873352","19999","0.777995228767395"
"lithuanian","0.9509999752044678","799","finished","-","adamits","","2023-12-15T23:27:30.000Z","3771","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","38","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_22","128","128","adam","62","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","79","2","62","true","validation_preds","0.000447493366309618","0.7488847970962524","19999","0.8390848636627197"
"lower-sorbian","0.977999985218048","799","finished","-","adamits","","2023-12-16T02:28:10.000Z","3233","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","27","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_43","128","128","adam","47","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","73","2","47","true","validation_preds","0.000447493366309618","0.7060463428497314","19999","0.7845717668533325"
"macedonian","0.9700000286102296","799","finished","-","adamits","","2023-12-15T23:49:09.000Z","4440","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","30","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_23","128","128","adam","61","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","92","2","61","true","validation_preds","0.000447493366309618","0.7392021417617798","19999","0.8530136346817017"
"navajo","0.9399999976158142","799","finished","-","adamits","","2023-12-15T23:49:55.000Z","3430","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","30","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_24","128","128","adam","41","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","65","2","41","true","validation_preds","0.000447493366309618","0.7005774974822998","19999","0.9226953983306884"
"northern-sami","0.9700000286102296","799","finished","-","adamits","","2023-12-16T02:30:47.000Z","3341","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","27","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_44","128","128","adam","35","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","61","2","35","true","validation_preds","0.000447493366309618","0.6759907007217407","19999","0.7531640529632568"
"norwegian-bokmal","0.9179999828338624","799","finished","-","adamits","","2023-12-16T02:18:55.000Z","3361","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","25","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_42","128","128","adam","43","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","69","2","43","true","validation_preds","0.000447493366309618","0.707938015460968","19999","0.7919899225234985"
"norwegian-nynorsk","0.9319999814033508","799","finished","-","adamits","","2023-12-16T02:16:35.000Z","4257","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","27","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_41","128","128","adam","50","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","75","2","50","true","validation_preds","0.000447493366309618","0.7254360318183899","19999","0.8253370523452759"
"persian","0.996999979019165","799","finished","-","adamits","","2023-12-16T00:03:49.000Z","4528","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","25","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_25","128","128","adam","40","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","64","2","40","true","validation_preds","0.000447493366309618","0.6828609108924866","19999","0.7465190887451172"
"polish","0.9269999861717224","799","finished","-","adamits","","2023-12-16T00:06:01.000Z","4624","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","36","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_26","128","128","adam","62","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","97","2","62","true","validation_preds","0.000447493366309618","0.7459350824356079","19999","0.984772801399231"
"portuguese","0.9810000061988832","799","finished","-","adamits","","2023-12-16T00:16:46.000Z","3298","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","26","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_27","128","128","adam","43","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","64","2","43","true","validation_preds","0.000447493366309618","0.6960184574127197","19999","0.750467836856842"
"quechua","1","799","finished","-","adamits","","2023-12-16T00:23:50.000Z","3466","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","50","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_28","128","128","adam","27","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","77","2","27","true","validation_preds","0.000447493366309618","0.6364707946777344","19999","0.6626182794570923"
"romanian","0.8790000081062317","799","finished","-","adamits","","2023-12-16T00:27:09.000Z","3385","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","34","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_29","128","128","adam","66","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","91","2","66","true","validation_preds","0.000447493366309618","0.7511218786239624","19999","1.2308447360992432"
"russian","0.9290000200271606","799","finished","-","adamits","","2023-12-16T00:30:33.000Z","3827","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","33","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_30","128","128","adam","58","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","91","2","58","true","validation_preds","0.000447493366309618","0.741171658039093","19999","0.9915112853050232"
"scottish-gaelic","0.119999997317791","799","finished","-","adamits","","2023-12-19T15:32:20.000Z","620","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","21","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_47","128","128","adam","35","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","54","2","35","true","validation_preds","0.0003995","0.7069238424301147","1599","2.5100486278533936"
"serbo-croatian","0.925000011920929","799","finished","-","adamits","","2023-12-16T02:30:51.000Z","4315","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","40","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_45","128","128","adam","94","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","108","2","94","true","validation_preds","0.000447493366309618","0.7877976298332214","19999","1.047288417816162"
"slovak","0.9589999914169312","799","finished","-","adamits","","2023-12-16T00:47:48.000Z","3348","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","19","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_31","128","128","adam","68","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","87","2","68","true","validation_preds","0.000447493366309618","0.7494637966156006","19999","0.8486900925636292"
"slovene","0.9769999980926514","799","finished","-","adamits","","2023-12-16T01:03:24.000Z","4360","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","35","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_32","128","128","adam","62","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","95","2","62","true","validation_preds","0.000447493366309618","0.7385781407356262","19999","0.8112546801567078"
"sorani","0.9020000100135804","799","finished","-","adamits","","2023-12-16T01:11:56.000Z","3260","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","38","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_33","128","128","adam","40","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","78","2","40","true","validation_preds","0.000447493366309618","0.6913577914237976","19999","0.8755840063095093"
"spanish","0.9520000219345092","799","finished","-","adamits","","2023-12-16T01:19:29.000Z","4268","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","27","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_34","128","128","adam","38","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","60","2","38","true","validation_preds","0.000447493366309618","0.6820307374000549","19999","0.902722954750061"
"swedish","0.9079999923706056","799","finished","-","adamits","","2023-12-16T01:21:47.000Z","3973","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","27","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_35","128","128","adam","59","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","86","2","59","true","validation_preds","0.000447493366309618","0.7425926923751831","19999","0.9032400250434875"
"turkish","0.9829999804496764","799","finished","-","adamits","","2023-12-16T01:23:17.000Z","4696","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","40","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_36","128","128","adam","59","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","98","2","59","true","validation_preds","0.000447493366309618","0.7357614040374756","19999","0.7847779989242554"
"ukrainian","0.9359999895095824","799","finished","-","adamits","","2023-12-16T01:23:46.000Z","3298","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","33","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_37","128","128","adam","41","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","72","2","41","true","validation_preds","0.000447493366309618","0.6939017176628113","19999","0.8359547257423401"
"urdu","0.984000027179718","799","finished","-","adamits","","2023-12-16T01:34:31.000Z","3365","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","33","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_38","128","128","adam","43","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","74","2","43","true","validation_preds","0.000447493366309618","0.689290463924408","19999","0.8567119836807251"
"welsh","0.9800000190734864","799","finished","-","adamits","","2023-12-16T01:43:52.000Z","3180","","decoder_only_transformer","1","0.9","0.98","true","4","0.3","256","2","3","1","22","1024","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/sig-2017-decoder-only-4-layers/version_39","128","128","adam","31","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","4000","4","47","2","31","true","validation_preds","0.000447493366309618","0.6532273888587952","19999","0.6915990114212036"
