"Name","val_accuracy.max","hidden_size","embedding_size","decoder_layers","source_attention_heads","scheduler_kwargs/warmup_steps","State","Notes","User","Tags","Created","Runtime","Sweep","arch","beam_width","beta1","beta2","bidirectional","dropout","encoder_layers","end_idx","features_attention_heads","features_vocab_size","label_smoothing","learning_rate","local_run_dir","max_source_length","max_target_length","optimizer","output_size","pad_idx","scheduler","scheduler_kwargs/check_val_every_n_epoch","scheduler_kwargs/end_factor","scheduler_kwargs/min_learning_rate","scheduler_kwargs/reduceonplateau_factor","scheduler_kwargs/reduceonplateau_mode","scheduler_kwargs/reduceonplateau_patience","scheduler_kwargs/start_factor","scheduler_kwargs/total_decay_steps","source_vocab_size","start_idx","target_vocab_size","teacher_forcing","val_out","epoch","lr-Adam","train_loss","trainer/global_step","val_loss"
"german-train-high","0.6140000224113464","1024","128","2","2","2000","finished","-","adamits","","2024-01-25T14:38:53.000Z","3451","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_122","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","1.2486655712127686","19999","1.6046936511993408"
"german-train-high","0.9169999957084656","1024","512","4","8","4000","finished","-","adamits","","2024-01-26T15:16:15.000Z","5555","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_275","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.7537569999694824","19999","0.8834246397018433"
"german-train-high","0.8299999833106995","1024","128","8","4","2000","finished","-","adamits","","2024-01-25T16:30:34.000Z","4632","","decoder_only_transformer","1","0.9","0.98","true","0.3","8","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_136","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.7906444072723389","19999","1.133587121963501"
"german-train-high","0.5329999923706055","1024","64","8","8","2000","finished","-","adamits","","2024-01-25T07:26:37.000Z","4094","","decoder_only_transformer","1","0.9","0.98","true","0.3","8","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_71","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.9734278321266174","19999","2.162167549133301"
"german-train-high","0.17800000309944153","1024","64","2","8","4000","finished","-","adamits","","2024-01-25T05:10:21.000Z","3320","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_60","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","1.5812910795211792","19999","2.91671085357666"
"german-train-high","0.8659999966621399","1024","512","2","4","4000","finished","-","adamits","","2024-01-26T14:14:49.000Z","4285","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_268","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.8151383996009827","19999","0.9958361387252808"
"german-train-high","0.164000004529953","1024","64","2","8","2000","finished","-","adamits","","2024-01-25T03:35:26.000Z","3513","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_52","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","1.597012639045715","19999","2.9524569511413574"
"german-train-high","0.9169999957084656","1024","256","8","2","4000","finished","-","adamits","","2024-01-26T05:38:20.000Z","6684","","decoder_only_transformer","1","0.9","0.98","true","0.3","8","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_220","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.7607939839363098","19999","0.8968086838722229"
"german-train-high","0.9139999747276306","1024","512","4","4","2000","finished","-","adamits","","2024-01-26T14:50:21.000Z","5751","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_272","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.7572216987609863","19999","0.8911049962043762"
"german-train-high","0.9089999794960022","1024","256","8","8","2000","finished","-","adamits","","2024-01-26T02:50:08.000Z","5485","","decoder_only_transformer","1","0.9","0.98","true","0.3","8","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_202","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.7508282661437988","19999","0.8936634659767151"
"german-train-high","0.8960000276565552","1024","512","4","2","2000","finished","-","adamits","","2024-01-26T14:48:48.000Z","4900","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_271","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.776845395565033","19999","0.916957437992096"
"german-train-high","0.8309999704360962","1024","128","4","4","2000","finished","-","adamits","","2024-01-25T15:32:59.000Z","3437","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_129","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.9007261991500854","19999","1.0925195217132568"
"german-train-high","0.9100000262260436","1024","256","4","4","2000","finished","-","adamits","","2024-01-26T04:04:28.000Z","7360","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_209","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.7670215964317322","19999","0.8885005712509155"
"german-train-high","0.9110000133514404","1024","256","4","8","4000","finished","-","adamits","","2024-01-26T02:30:59.000Z","5148","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_200","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.7633789777755737","19999","0.9203088879585266"
"german-train-high","0.8220000267028809","1024","512","2","2","2000","finished","-","adamits","","2024-01-26T13:50:37.000Z","3759","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_266","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.9143561720848083","19999","1.101285457611084"
"german-train-high","0.14000000059604645","1024","64","2","2","4000","finished","-","adamits","","2024-01-25T03:25:21.000Z","4150","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_51","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","1.6990412473678589","19999","2.9726758003234863"
"german-train-high","0.5270000100135803","1024","64","8","4","4000","finished","-","adamits","","2024-01-25T06:25:22.000Z","4123","","decoder_only_transformer","1","0.9","0.98","true","0.3","8","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_68","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.9907817244529724","19999","2.212800979614258"
"german-train-high","0.7699999809265137","1024","128","2","4","2000","finished","-","adamits","","2024-01-25T15:05:29.000Z","3298","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_124","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","1.0495553016662598","19999","1.2453484535217283"
"german-train-high","0.9120000004768372","1024","256","8","4","4000","finished","-","adamits","","2024-01-26T06:07:23.000Z","7782","","decoder_only_transformer","1","0.9","0.98","true","0.3","8","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_221","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.756446897983551","19999","0.911133348941803"
"german-train-high","0.3319999873638153","1024","64","4","4","4000","finished","-","adamits","","2024-01-26T17:42:35.000Z","4368","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_287","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","1.2894920110702517","19999","2.619260549545288"
"german-train-high","0.9039999842643738","1024","512","2","8","2000","finished","-","adamits","","2024-01-26T13:14:12.000Z","4038","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_263","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.76833176612854","19999","0.9317638874053956"
"german-train-high","0.7860000133514404","1024","256","2","2","4000","finished","-","adamits","","2024-01-26T01:54:56.000Z","3321","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_198","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","1.028909683227539","19999","1.1525940895080566"
"german-train-high","0.8399999737739563","1024","256","2","4","4000","finished","-","adamits","","2024-01-26T00:43:06.000Z","3631","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_189","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.8796787261962891","19999","1.0675272941589355"
"german-train-high","0.8489999771118164","1024","128","4","2","2000","finished","-","adamits","","2024-01-25T15:37:01.000Z","3498","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_130","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","0.8992271423339844","19999","1.0773959159851074"
"german-train-high","0.9079999923706056","1024","256","4","4","4000","finished","-","adamits","","2024-01-26T05:27:49.000Z","3667","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_219","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.7716428637504578","19999","0.8925669193267822"
"german-train-high","0.3089999854564667","1024","64","4","2","4000","finished","-","adamits","","2024-01-25T04:34:32.000Z","3353","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_56","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","1.3373644351959229","19999","2.596996784210205"
"german-train-high","0.8960000276565552","1024","256","4","2","4000","finished","-","adamits","","2024-01-26T00:55:34.000Z","3553","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_191","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.8002159595489502","19999","0.929693877696991"
"german-train-high","0.8140000104904175","1024","512","2","2","4000","finished","-","adamits","","2024-01-26T14:04:37.000Z","3623","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_267","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.9173441529273988","19999","1.1439580917358398"
"german-train-high","0.8640000224113464","1024","128","4","4","4000","finished","-","adamits","","2024-01-26T18:08:06.000Z","3440","","decoder_only_transformer","1","0.9","0.98","true","0.3","4","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_289","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.000447493366309618","0.872398316860199","19999","1.0062758922576904"
"german-train-high","0.1449999958276749","1024","64","2","4","2000","finished","-","adamits","","2024-01-25T04:17:23.000Z","3150","","decoder_only_transformer","1","0.9","0.98","true","0.3","2","3","1","22","0.1","0.001","/rc_scratch/adwi9965/decoder-only-results/german-train-high/sig-2017-inflection-decoder-only-deu-sweep/version_55","128","128","adam","71","1","warmupinvsqrt","16","1","0","0.1","loss","10","0.3333333333333333","5","91","2","71","true","validation_preds","799","0.0003164255938535266","1.6415398120880127","19999","2.9721741676330566"
